#layerNum#,#machineStateNum#,#stateNum#,#layerName#,#statemachinePath#,name,cycleOffset,cycleOffsetParameter,#hideFlags_string#,iKOnFeet,mirror,mirrorParameter,mirrorParameterActive,#motion_assetPath#,nameHash,speed,speedParameter,speedParameterActive,tag,writeDefaultValues,[EOL],
0,0,0,,,SWait,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SWait.anim,1158263233,15,,False,,True,
0,0,1,,,SAtkLP,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SAtkLP.anim,-919344908,6,velY,False,,True,
0,0,2,,,SAtkMP,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SAtkMP.anim,-802629195,2.8571,,False,,True,
0,0,3,,,SAtkHP,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SAtkHP.anim,-1386271248,1.3333,,False,,True,
0,0,4,,,SAtkLK,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SAtkLK.anim,1129718040,6,,False,,True,
0,0,5,,,SAtkMK,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SAtkMK.anim,1514999897,2.8571,,False,,True,
0,0,6,,,SAtkHK,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SAtkHK.anim,658170908,1.3333,,False,,True,
0,0,7,,,DMove,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@DMove.anim,85544654,0.75,,False,,True,
0,0,8,,,OBackstep,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@OBackstep.anim,-1557905359,0.75,,False,,True,
0,0,9,,,SDamageM,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SDamageM.anim,1914763817,4.2857,,False,,True,
0,0,10,,,SDamageL,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SDamageL.anim,86493887,12,,False,,True,
0,0,11,,,SDamageH,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SDamageH.anim,38407846,2.2222,,False,,True,
0,0,12,,,ODown,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@ODown.anim,-2130126692,4.2857,,False,,True,
0,0,13,,,OStandup,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@OStandup.anim,623506027,4.2857,,False,,True,
0,0,14,,,OGiveup,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@OGiveup.anim,-1420427518,0.25,,False,,True,
0,0,15,,,ODown_SDamageH,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SDamageH.anim,869277279,2.2222,,False,,True,
0,0,16,,,SMove,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SMove.anim,-673643172,1,,False,,True,
0,0,17,,,SBlockL,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SBlockL.anim,1102327940,7.5,,False,,True,
0,0,18,,,SBlockM,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SBlockM.anim,917700626,1,,False,,True,
0,0,19,,,SBlockH,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@SBlockH.anim,1188689053,1,,False,,True,
0,0,20,,,JAtkLP,0,,HideInHierarchy,False,False,,False,Assets/Resources/AnimationClips/Char3@JAtkLP.anim,-303383641,6,,False,,True,
