#layerNum#,#machineStateNum#,#stateNum#,#parentPath#,name,cycleOffset,cycleOffsetParameter,hideFlags,iKOnFeet,mirror,mirrorParameter,mirrorParameterActive,motion_name,nameHash,speed,speedParameter,speedParameterActive,tag,writeDefaultValues,[EOL],
1,1,0,Base Layer.,Alpaca,0,,HideInHierarchy,False,False,,False,,2135656967,1,,False,,True,
1,1,1,Base Layer.,Bear,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-1666708329,1,,False,,True,
1,1,2,Base Layer.,Cat,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-1508702904,1.23,4.5,False,,True,
1,1,3,Base Layer.,Dog,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-1184792675,1,,False,,True,
1,1,4,Base Layer.,Elephant,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-231487840,1,,False,,True,
1,1,5,Base Layer.,Fox,0,,"HideInHierarchy, HideInInspector",False,False,,False,,938321414,1,,False,,True,
1,1,6,Base Layer.,Giraffe,0,,"HideInHierarchy, HideInInspector",False,False,,False,,1905657782,1,,False,,True,
1,1,7,Base Layer.,Horse,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-1554317284,1,,False,,True,
1,1,8,Base Layer.,Iguana,0,,"HideInHierarchy, HideInInspector",False,False,,False,,1723381508,1,,False,,True,
1,1,9,Base Layer.,Jellyfish,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-328416311,1,,False,,True,
1,1,10,Base Layer.,Kangaroo,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-830495731,1,,False,,True,
1,1,11,Base Layer.,Lion,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-1051903,1,,False,,True,
1,1,12,Base Layer.,Monkey,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-1219581434,1,,False,,True,
1,1,13,Base Layer.,Nutria,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-2013220907,1,,False,,True,
1,1,14,Base Layer.,Ox,0,,"HideInHierarchy, HideInInspector",False,False,,False,,1759950907,1,,False,,True,
1,1,15,Base Layer.,Pig,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-199961673,1,,False,,True,
1,1,16,Base Layer.,Quetzal,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-1758792470,1,,False,,True,
1,1,17,Base Layer.,Rabbit,0,,"HideInHierarchy, HideInInspector",False,False,,False,,1845302191,1,,False,,True,
1,1,18,Base Layer.,Sheep,0,,"HideInHierarchy, HideInInspector",False,False,,False,,1099987711,1,,False,,True,
1,1,19,Base Layer.,Tiger,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-1501137720,1,,False,,True,
1,1,20,Base Layer.,Unicorn,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-1756962397,1,,False,,True,
1,1,21,Base Layer.,Vixen,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-549609558,1,,False,,True,
1,1,22,Base Layer.,Wolf,0,,"HideInHierarchy, HideInInspector",False,False,,False,,1502381276,1,,False,,True,
1,1,23,Base Layer.,Xenopus,0,,"HideInHierarchy, HideInInspector",False,False,,False,,1604128091,1,,False,,True,
1,1,24,Base Layer.,Yak,0,,"HideInHierarchy, HideInInspector",False,False,,False,,984231451,1,,False,,True,
1,1,25,Base Layer.,Zebra,0,,"HideInHierarchy, HideInInspector",False,False,,False,,-728337742,1,,False,,True,
1,1,26,Base Layer.,Any State,0,,HideInHierarchy,False,False,,False,,816655183,1,,False,,True,
1,1,27,Base Layer.,Entry,0,,HideInHierarchy,False,False,,False,,-354373004,1,,False,,True,
1,1,28,Base Layer.,Exit,0,,HideInHierarchy,False,False,,False,,876292912,1,,False,,True,
1,1,29,Base Layer.,Foo,0,,HideInHierarchy,False,False,,False,,-1270996031,1,,False,,True,
[EOF],
