#assetPath#,#countOfAttachDestination#,apparentSpeed,averageAngularSpeed,averageDuration,#averageSpeed#,#hideFlags_string#,isHumanMotion,isLooping,legacy,name,[EOL],
Assets/Resources/AnimationClips/Char3@SWait.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@SWait,
Assets/Resources/AnimationClips/Char3@SAtkLP.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@SAtkLP,
Assets/Resources/AnimationClips/Char3@SAtkMP.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@SAtkMP,
Assets/Resources/AnimationClips/Char3@SAtkHP.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@SAtkHP,
Assets/Resources/AnimationClips/Char3@SAtkLK.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@SAtkLK,
Assets/Resources/AnimationClips/Char3@SAtkMK.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@SAtkMK,
Assets/Resources/AnimationClips/Char3@SAtkHK.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@SAtkHK,
Assets/Resources/AnimationClips/Char3@DMove.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@DMove,
Assets/Resources/AnimationClips/Char3@OBackstep.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@OBackstep,
Assets/Resources/AnimationClips/Char3@SDamageM.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@SDamageM,
Assets/Resources/AnimationClips/Char3@SDamageL.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@SDamageL,
Assets/Resources/AnimationClips/Char3@SDamageH.anim,2,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@SDamageH,
Assets/Resources/AnimationClips/Char3@ODown.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@ODown,
Assets/Resources/AnimationClips/Char3@OStandup.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@OStandup,
Assets/Resources/AnimationClips/Char3@OGiveup.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@OGiveup,
Assets/Resources/AnimationClips/Char3@SMove.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,True,False,Char3@SMove,
Assets/Resources/AnimationClips/Char3@SBlockL.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@SBlockL,
Assets/Resources/AnimationClips/Char3@SBlockM.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@SBlockM,
Assets/Resources/AnimationClips/Char3@SBlockH.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@SBlockH,
Assets/Resources/AnimationClips/Char3@JAtkLP.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@JAtkLP,
Assets/Resources/AnimationClips/Char3@JAtkMP.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@JAtkMP,
Assets/Resources/AnimationClips/Char3@JAtkHP.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@JAtkHP,
Assets/Resources/AnimationClips/Char3@JAtkLK.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@JAtkLK,
Assets/Resources/AnimationClips/Char3@JAtkMK.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@JAtkMK,
Assets/Resources/AnimationClips/Char3@JAtkHK.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@JAtkHK,
Assets/Resources/AnimationClips/Char3@JBlockL.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@JBlockL,
Assets/Resources/AnimationClips/Char3@JBlockM.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@JBlockM,
Assets/Resources/AnimationClips/Char3@JBlockH.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@JBlockH,
Assets/Resources/AnimationClips/Char3@JDamageL.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@JDamageL,
Assets/Resources/AnimationClips/Char3@JDamageM.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@JDamageM,
Assets/Resources/AnimationClips/Char3@JDamageH.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@JDamageH,
Assets/Resources/AnimationClips/Char3@DAtkLP.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,True,False,Char3@DAtkLP,
Assets/Resources/AnimationClips/Char3@DAtkMP.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,True,False,Char3@DAtkMP,
Assets/Resources/AnimationClips/Char3@DAtkHP.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,True,False,Char3@DAtkHP,
Assets/Resources/AnimationClips/Char3@DAtkLK.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,True,False,Char3@DAtkLK,
Assets/Resources/AnimationClips/Char3@DAtkMK.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,True,False,Char3@DAtkMK,
Assets/Resources/AnimationClips/Char3@DAtkHK.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,True,False,Char3@DAtkHK,
Assets/Resources/AnimationClips/Char3@DBlockL.anim,1,0,0,1,"(0.0, 0.0, 0.0)",None,False,False,False,Char3@DBlockL,
